bad_ip,threat_intel_source
195.64.154.38,zeus_c2s
195.88.242.213,zeus_c2s
198.2.205.34,zeus_c2s
198.20.107.130,zeus_c2s
198.245.202.92,zeus_c2s
198.27.110.42,zeus_c2s
198.27.110.43,zeus_c2s
198.50.198.162,zeus_c2s
198.50.252.25,zeus_c2s
198.58.93.4,zeus_c2s
199.127.101.208,zeus_c2s
199.175.54.62,zeus_c2s
199.195.214.36,zeus_c2s
199.201.121.169,zeus_c2s
199.231.186.170,zeus_c2s
199.7.234.100,zeus_c2s
2.95.113.206,zeus_c2s
202.29.230.198,zeus_c2s
203.170.193.23,zeus_c2s
204.45.211.68,zeus_c2s
204.93.211.115,zeus_c2s
208.73.210.89,zeus_c2s
209.59.216.46,zeus_c2s
210.211.108.215,zeus_c2s
212.193.228.167,zeus_c2s
212.225.213.253,zeus_c2s
212.44.64.202,zeus_c2s
213.147.67.20,zeus_c2s
213.152.26.146,zeus_c2s
216.12.197.227,zeus_c2s
216.176.100.240,zeus_c2s
216.215.112.149,zeus_c2s
216.240.159.134,zeus_c2s
217.23.1.188,zeus_c2s
217.23.138.114,zeus_c2s
218.106.153.150,zeus_c2s
222.29.197.232,zeus_c2s
23.227.196.105,zeus_c2s
23.227.196.7,zeus_c2s
23.227.196.73,zeus_c2s
27.124.125.18,zeus_c2s
31.148.219.85,zeus_c2s
31.170.164.5,zeus_c2s
31.220.3.10,zeus_c2s
31.6.71.83,zeus_c2s
31.7.63.146,zeus_c2s
33.12.12.90,zeus_c2s
37.0.123.127,zeus_c2s
37.0.123.149,zeus_c2s
37.0.123.150,zeus_c2s
37.0.123.153,zeus_c2s
37.0.127.101,zeus_c2s
37.143.11.189,zeus_c2s
37.143.11.69,zeus_c2s
37.143.14.207,zeus_c2s
37.221.170.156,zeus_c2s
41.186.24.58,zeus_c2s
41.71.188.2,zeus_c2s
42.121.195.54,zeus_c2s
46.102.246.202,zeus_c2s
46.165.197.206,zeus_c2s
46.166.131.154,zeus_c2s
46.166.141.107,zeus_c2s
46.166.145.113,zeus_c2s
46.166.168.173,zeus_c2s
46.19.143.249,zeus_c2s
46.21.157.219,zeus_c2s
46.22.211.47,zeus_c2s
46.254.19.2,zeus_c2s
46.4.150.111,zeus_c2s
49.50.8.213,zeus_c2s
5.135.127.68,zeus_c2s
5.175.147.4,zeus_c2s
5.45.179.132,zeus_c2s
5.63.158.126,zeus_c2s
50.23.153.104,zeus_c2s
50.76.104.42,zeus_c2s
54.186.35.58,zeus_c2s
54.201.40.154,zeus_c2s
54.213.121.229,zeus_c2s
54.244.115.238,zeus_c2s
54.254.175.47,zeus_c2s
59.157.4.2,zeus_c2s
60.13.186.5,zeus_c2s
64.127.71.73,zeus_c2s
64.85.233.8,zeus_c2s
65.200.132.20,zeus_c2s
65.61.198.117,zeus_c2s
65.75.164.128,zeus_c2s
66.172.11.124,zeus_c2s
66.45.253.74,zeus_c2s
66.96.160.153,zeus_c2s
68.89.11.90,zeus_c2s
77.222.42.250,zeus_c2s
77.40.126.92,zeus_c2s
78.110.9.77,zeus_c2s
78.46.196.168,zeus_c2s
78.46.75.138,zeus_c2s
79.143.178.105,zeus_c2s
79.143.190.212,zeus_c2s
80.255.3.67,zeus_c2s
80.255.3.68,zeus_c2s
80.255.3.70,zeus_c2s
81.4.108.109,zeus_c2s
82.131.180.72,zeus_c2s
83.15.254.242,zeus_c2s
83.222.112.221,zeus_c2s
83.69.233.121,zeus_c2s
84.171.165.222,zeus_c2s
85.10.234.166,zeus_c2s
85.15.231.135,zeus_c2s
85.25.4.28,zeus_c2s
86.106.188.120,zeus_c2s
87.236.211.157,zeus_c2s
87.236.211.7,zeus_c2s
87.246.143.242,zeus_c2s
87.254.167.37,zeus_c2s
88.150.194.253,zeus_c2s
88.27.247.141,zeus_c2s
89.248.160.159,zeus_c2s
89.31.143.20,zeus_c2s
89.32.150.234,zeus_c2s
89.36.31.215,zeus_c2s
89.46.251.146,zeus_c2s
89.46.251.158,zeus_c2s
89.46.251.169,zeus_c2s
91.194.91.202,zeus_c2s
91.203.146.51,zeus_c2s
91.218.121.136,zeus_c2s
91.226.212.11,zeus_c2s
91.226.212.170,zeus_c2s
91.227.18.17,zeus_c2s
91.228.160.170,zeus_c2s
91.228.160.201,zeus_c2s
91.229.20.134,zeus_c2s
91.229.20.214,zeus_c2s
91.229.20.243,zeus_c2s
91.230.60.107,zeus_c2s
91.230.60.208,zeus_c2s
91.234.104.135,zeus_c2s
91.234.104.30,zeus_c2s
91.237.88.230,zeus_c2s
91.239.15.219,zeus_c2s
93.170.131.175,zeus_c2s
93.174.88.3,zeus_c2s
93.186.120.112,zeus_c2s
93.90.182.90,zeus_c2s
94.100.30.250,zeus_c2s
94.103.36.55,zeus_c2s
95.154.208.106,zeus_c2s
95.173.183.91,zeus_c2s
96.127.169.2,zeus_c2s
97.79.238.65,zeus_c2s
98.131.185.136,zeus_c2s
