"_time","bc_uri","closed_txn",duration,"field_match_sum",linecount,"device_ip_country_code","device_ip_country_name","device_ip_city","device_ip_region_name","device_ip_latitude","device_ip_longitude","device_ip_postal_code","geo_info","artist_id","artist_name",bytes,clientip,eventcount,eventtype,mdn,sourcetype,status,timeTaken,"track_id","track_name"
"2013-01-23 15:22:46.490 PST","/auth/5554402125 /sync/addtolibrary/01011207201000005652000000000031",1,"23.251421",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Katy Perry","3735 973","10.121.45.90",6,"ua-mobile-android ua-mobile-iphone","5554402125 5558538687","access_custom radius",200,"495 807",01011207201000005652000000000031,"The One That Got Away"
"2013-01-23 15:22:40.270 PST","/sync/addtolibrary/01011207201000005652000000000047",1,"0.161911",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Bruno Mars",1629,"10.150.51.219",3,"ua-mobile-iphone",5555630768,"access_custom radius",200,603,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:22:38.270 PST","/sync/addtolibrary/01011207201000005652000000000037 /sync/addtolibrary/01011207201000005652000000000047",1,"16.34366",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Big Sean Bruno Mars","1181 1202","10.186.85.250",6,"ua-mobile-android ua-mobile-iphone","5552275314 5553094374","access_custom radius",200,"488 756","01011207201000005652000000000037 01011207201000005652000000000047","Dance It Will Rain"
"2013-01-23 15:22:05.488 PST","/ads/showbanner /browse/search/Gavin+DeGraw /sync/addtolibrary/01011207201000005652000000000047",1,"43.209862",8,8,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Bruno Mars",1488,"10.95.215.7",8,"ua-mobile-iphone","5556374832 5558765231","access_custom radius","200 503",468,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:21:58.896 PST","/sync/addtolibrary/01011207201000005652000000000031",1,"0.066921",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Katy Perry",321,"10.172.199.60",3,"ua-mobile-blackberry",5556545078,"access_custom radius",200,436,01011207201000005652000000000031,"The One That Got Away"
"2013-01-23 15:21:55.716 PST","/sync/addtolibrary/01011207201000005652000000000025",1,"0.016652",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,,651,"10.152.159.179",3,"ua-mobile-android",5555449287,"access_custom radius",200,636,01011207201000005652000000000025,
"2013-01-23 15:21:55.520 PST","/browse/artist/006 /sync/addtolibrary/01011207201000005652000000000047",1,"0.170285",5,5,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",006,"Bruno Mars",1488,"10.179.121.51",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:21:12.068 PST","/browse/search/Drake /sync/addtolibrary/01011207201000005652000000000049",1,"2.077777",6,6,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,Rihanna,"1244 1289","10.175.161.179",6,"ua-mobile-android ua-mobile-blackberry","5554400219 5558836762","access_custom radius",200,"567 609",01011207201000005652000000000049,"You Da One"
"2013-01-23 15:20:54.917 PST","/playhistory/uploadhistory /sync/addtolibrary/01011207201000005652000000000025",1,"15.268221",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,,"2146 3612","10.88.186.201",6,"ua-mobile-android ua-mobile-ipad","5552210369 5552569278","access_custom radius",200,"132 949",01011207201000005652000000000025,
"2013-01-23 15:20:43.537 PST","/sync/addtolibrary/01011207201000005652000000000025",1,"0.037788",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,,2168,"10.99.66.34",3,"ua-mobile-android",5559218961,"access_custom radius",200,632,01011207201000005652000000000025,
"2013-01-23 15:20:36.493 PST","/sync/addtolibrary/01011207201000005652000000000021",1,"0.125236",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,2519,"10.186.97.28",3,"ua-mobile-iphone",5558485552,"access_custom radius",200,624,01011207201000005652000000000021,"We Found Love"
"2013-01-23 15:20:10.827 PST","/sync/addtolibrary/01011207201000005652000000000047",1,"0.104349",3,3,US,"United States","Mountain View",CA,"37.41919999999999","-122.0574",94043,"Mountain View, United States",,"Bruno Mars",3529,"10.147.140.87",3,"ua-mobile-android",5552271621,"access_custom radius",200,563,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:19:55.568 PST","/ads/showbanner /browse/tracks/01011207201000005652000000000041 /sync/addtolibrary/01011207201000005652000000000025",1,"26.48455",9,9,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"David Guetta","1932 2477 448","10.147.9.147",9,"ua-mobile-android ua-mobile-blackberry","5552087114 5555614349 5555896510","access_custom radius",200,"622 663 781","01011207201000005652000000000025 01011207201000005652000000000041","Without You"
"2013-01-23 15:19:47.528 PST","/browse/tracks/01011207201000005652000000000029 /sync/addtolibrary/01011207201000005652000000000031",1,"11.249366",6,6,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Gym Class Heroes Katy Perry","1356 3827","10.164.232.181",6,"ua-mobile-android ua-mobile-iphone","5555635916 5558816406","access_custom radius",200,"566 861","01011207201000005652000000000029 01011207201000005652000000000031","Stereo Hearts The One That Got Away"
"2013-01-23 15:19:46.366 PST","/playhistory/uploadhistory /sync/addtolibrary/01011207201000005652000000000047",1,"0.134103",5,5,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Bruno Mars",1488,"10.179.10.238",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:19:22.216 PST","/sync/addtolibrary/01011207201000005652000000000084",1,"0.056881",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Gavin DeGraw",346,"10.91.199.143",3,"ua-mobile-android",5552044271,"access_custom radius",200,517,01011207201000005652000000000084,"Not Over You"
"2013-01-23 15:18:50.041 PST","/sync/addtolibrary/01011207201000005652000000000049",1,"0.163794",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,3638,"10.168.118.92",3,"ua-mobile-iphone",5553095742,"access_custom radius",200,928,01011207201000005652000000000049,"You Da One"
"2013-01-23 15:18:49.021 PST","/sync/addtolibrary/01011207201000005652000000000029",1,"0.147193",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Gym Class Heroes",2504,"10.145.152.235",3,"ua-mobile-ipad",5559911292,"access_custom radius",200,463,01011207201000005652000000000029,"Stereo Hearts"
"2013-01-23 15:18:36.144 PST","/auth/5554982823 /playhistory/uploadhistory /sync/addtolibrary/01011207201000005652000000000047",1,"38.281056",8,8,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Bruno Mars","1488 2431","10.84.186.98",8,"ua-mobile-android ua-mobile-iphone","5554982823 5556374832","access_custom radius","200 503","468 843",01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:18:27.004 PST","/sync/addtolibrary/01011207201000005652000000000029",1,"0.141888",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Gym Class Heroes",1053,"10.169.255.210",3,"ua-mobile-blackberry",5556896328,"access_custom radius",200,974,01011207201000005652000000000029,"Stereo Hearts"
"2013-01-23 15:18:26.196 PST","/sync/addtolibrary/01011207201000005652000000000031",1,"0.105227",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Katy Perry",1488,"10.121.92.169",3,"ua-mobile-iphone",5555588602,"access_custom radius",503,468,01011207201000005652000000000031,"The One That Got Away"
"2013-01-23 15:18:15.662 PST","/browse/search/Luke+Bryan /sync/addtolibrary/01011207201000005652000000000014",1,"3.414224",6,6,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Luke Bryan","2200 3962","10.187.132.168",6,"ua-mobile-android","5552088600 5553740044","access_custom radius",200,"769 866",01011207201000005652000000000014,"I Don't Want This Night To End"
"2013-01-23 15:18:02.059 PST","/sync/addtolibrary/01011207201000005652000000000026 /sync/createplaylist",1,"33.271191",6,6,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Cobra Starship","1488 2401","10.176.240.103",6,"ua-mobile-android ua-mobile-iphone","5555153211 5556966188","access_custom radius","200 503","468 761",01011207201000005652000000000026,"You Make Me Feel"
"2013-01-23 15:17:59.402 PST","/sync/addtolibrary/01011207201000005652000000000083",1,"0.147655",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Toby Keith",230,"10.169.212.193",3,"ua-mobile-iphone",5558682270,"access_custom radius",200,708,01011207201000005652000000000083,"Red Solo Cup"
"2013-01-23 15:17:57.402 PST","/sync/addtolibrary/01011207201000005652000000000017",1,"0.055269",3,3,US,"United States",Static,TN,"36.621700000000004","-85.0861",,"Static, United States",,"Snoop Dogg",677,"10.121.65.171",3,"ua-mobile-iphone",5553095742,"access_custom radius",200,334,01011207201000005652000000000017,"Young Wild & Free"
"2013-01-23 15:17:45.338 PST","/ads/showbanner /sync/addtolibrary/01011207201000005652000000000047",1,"56.792869",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Bruno Mars","2070 3558","10.184.121.230",6,"ua-mobile-android ua-mobile-blackberry","5552528438 5555315487","access_custom radius",200,"415 437",01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:17:44.338 PST","/browse/search/Foster+The+People /sync/addtolibrary/01011207201000005652000000000037",1,"42.845352",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Big Sean","1262 2641","10.187.209.102",6,"ua-mobile-android ua-mobile-blackberry","5555004149 5556545078","access_custom radius",200,"478 631",01011207201000005652000000000037,Dance
"2013-01-23 15:17:32.272 PST","/sync/addtolibrary/01011207201000005652000000000049",1,"0.141244",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,Rihanna,1225,"10.94.48.216",3,"ua-mobile-android",5553680161,"access_custom radius",200,995,01011207201000005652000000000049,"You Da One"
"2013-01-23 15:17:29.245 PST","/browse/artist/008 /sync/addtolibrary/01011207201000005652000000000047",1,"0.070961",5,5,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",008,"Bruno Mars",1488,"10.172.95.74",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:17:16.188 PST","/sync/addtolibrary/01011207201000005652000000000029 /sync/createplaylist",1,"10.196215",6,6,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Gym Class Heroes","1053 2828","10.177.21.81",6,"ua-mobile-android ua-mobile-iphone","5556480338 5558485552","access_custom radius",200,"761 894",01011207201000005652000000000029,"Stereo Hearts"
"2013-01-23 15:17:13.167 PST","/sync/addtolibrary/01011207201000005652000000000068",1,"0.146714",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,LMFAO,684,"10.156.173.90",3,"ua-mobile-android",5553095742,"access_custom radius",200,974,01011207201000005652000000000068,"Sexy And I Know It"
"2013-01-23 15:17:13.167 PST","/sync/addtolibrary/01011207201000005652000000000041",1,"0.099557",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"David Guetta",572,"10.147.141.101",3,"ua-mobile-ipad",5552912306,"access_custom radius",200,439,01011207201000005652000000000041,"Without You"
"2013-01-23 15:17:03.103 PST","/browse/artist/008 /sync/addtolibrary/01011207201000005652000000000068",1,"25.210625",6,6,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",008,LMFAO,"3224 798","10.98.27.195",6,"ua-mobile-android ua-mobile-ipad","5553094374 5553444703","access_custom radius",200,"117 820",01011207201000005652000000000068,"Sexy And I Know It"
"2013-01-23 15:17:01.103 PST","/sync/addtolibrary/01011207201000005652000000000026",1,"0.064767",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Cobra Starship",1302,"10.164.232.181",3,"ua-mobile-ipad ua-mobile-iphone",5555900494,"access_custom radius",200,350,01011207201000005652000000000026,"You Make Me Feel"
"2013-01-23 15:16:59.077 PST","/sync/addtolibrary/01011207201000005652000000000037",1,"0.191126",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Big Sean",957,"10.150.243.248",3,"ua-mobile-android",5558962220,"access_custom radius",200,711,01011207201000005652000000000037,Dance
"2013-01-23 15:16:48.030 PST","/sync/addtolibrary/01011207201000005652000000000068",1,"0.123846",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,LMFAO,1549,"10.179.200.152",3,"ua-mobile-iphone",5554236100,"access_custom radius",200,629,01011207201000005652000000000068,"Sexy And I Know It"
"2013-01-23 15:16:47.008 PST","/browse/home /browse/search/T-Pain /sync/addtolibrary/01011207201000005652000000000047",1,"4.290293",8,8,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Bruno Mars","1488 2109","10.187.157.200",8,"ua-mobile-iphone","5554087740 5556374832","access_custom radius","200 503","427 468",01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:16:39.986 PST","/sync/addtolibrary/01011207201000005652000000000026 /sync/createplaylist",1,"15.134156",6,6,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Cobra Starship","1266 677","10.184.238.250",6,"ua-mobile-android ua-mobile-iphone","5552275314 5553652050","access_custom radius",200,"255 702",01011207201000005652000000000026,"You Make Me Feel"
"2013-01-23 15:16:22.879 PST","/sync/addtolibrary/01011207201000005652000000000003",1,"0.118653",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Drake,3497,"10.158.97.222",3,"ua-mobile-android",5554621247,"access_custom radius",200,591,01011207201000005652000000000003,Headlines
"2013-01-23 15:16:19.879 PST","/sync/addtolibrary/01011207201000005652000000000083",1,"0.092347",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Toby Keith",1218,"10.184.11.153",3,"ua-mobile-android",5555050861,"access_custom radius",200,484,01011207201000005652000000000083,"Red Solo Cup"
"2013-01-23 15:16:07.814 PST","/sync/addtolibrary/01011207201000005652000000000018",1,"0.176136",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Flo Rida",2384,"10.167.129.50",3,"ua-mobile-android",5559440881,"access_custom radius",200,156,01011207201000005652000000000018,"Good Feeling"
"2013-01-23 15:16:06.793 PST","/sync/addtolibrary/01011207201000005652000000000011",1,"0.062866",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"J.Cole",808,"10.187.55.51",3,"ua-mobile-android",5558355074,"access_custom radius",200,816,01011207201000005652000000000011,"Work Out"
"2013-01-23 15:15:51.637 PST","/sync/addtolibrary/01011207201000005652000000000017",1,"0.141702",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Snoop Dogg",3432,"10.186.85.250",3,"ua-mobile-android",5558829713,"access_custom radius",200,476,01011207201000005652000000000017,"Young Wild & Free"
"2013-01-23 15:15:39.565 PST","/browse/home /browse/search/Toby+Keith /browse/tracks/01011207201000005652000000000011 /sync/addtolibrary/01011207201000005652000000000023",1,"52.56596",12,12,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"J.Cole T-Pain","1136 2401 3456 3563","10.173.119.236",12,"ua-mobile-android ua-mobile-ipad ua-mobile-iphone","5552871462 5554888539 5557182867 5557582164","access_custom radius",200,"187 277 725 868","01011207201000005652000000000011 01011207201000005652000000000023","5 0'Clock Work Out"
"2013-01-23 15:15:31.090 PST","/browse/artist/0015 /sync/addtolibrary/01011207201000005652000000000047",1,"0.146292",5,5,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",0015,"Bruno Mars",1488,"10.178.155.199",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:15:30.500 PST","/browse/home /sync/addtolibrary/01011207201000005652000000000071",1,"30.328003",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Foster The People","229 2323","10.179.121.51",6,"ua-mobile-iphone","5553205881 5554138369","access_custom radius",200,"784 910",01011207201000005652000000000071,"Pumped Up Kicks"
"2013-01-23 15:15:26.481 PST","/browse/tracks/01011207201000005652000000000026 /sync/addtolibrary/01011207201000005652000000000013",1,"5.153382",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Adele Cobra Starship","1440 3830","10.85.245.109",6,"ua-mobile-ipad ua-mobile-iphone","5555680076 5557027750","access_custom radius",200,"244 872","01011207201000005652000000000013 01011207201000005652000000000026","Someone Like You You Make Me Feel"
"2013-01-23 15:15:21.863 PST","/browse/search/LMFAO /sync/addtolibrary/01011207201000005652000000000029",1,"17.843106",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Gym Class Heroes","1488 579","10.120.251.250",6,"ua-mobile-ipad ua-mobile-iphone","5552144967 5558341450","access_custom radius","200 503","105 468",01011207201000005652000000000029,"Stereo Hearts"
"2013-01-23 15:15:08.279 PST","/sync/addtolibrary/01011207201000005652000000000084",1,"0.161354",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Gavin DeGraw",2432,"10.146.224.148",3,"ua-mobile-android",5553581943,"access_custom radius",200,608,01011207201000005652000000000084,"Not Over You"
"2013-01-23 15:15:07.279 PST","/browse/tracks/01011207201000005652000000000025 /sync/addtolibrary/01011207201000005652000000000025",1,"4.11412",6,6,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,,"1319 4000","10.186.51.216",6,"ua-mobile-android ua-mobile-iphone","5555935051 5556537930","access_custom radius",200,"294 394",01011207201000005652000000000025,
"2013-01-23 15:15:03.249 PST","/sync/addtolibrary/01011207201000005652000000000041",1,"0.172094",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"David Guetta",1513,"10.184.217.203",3,"ua-mobile-ipad",5555004149,"access_custom radius",200,310,01011207201000005652000000000041,"Without You"
"2013-01-23 15:15:01.228 PST","/sync/addtolibrary/01011207201000005652000000000084",1,"0.062065",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Gavin DeGraw",1631,"10.88.97.124",3,"ua-mobile-blackberry",5558690103,"access_custom radius",200,145,01011207201000005652000000000084,"Not Over You"
"2013-01-23 15:14:39.126 PST","/sync/addtolibrary/01011207201000005652000000000055",1,"0.067071",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Kelly Clarkson",3348,"10.152.57.49",3,"ua-mobile-android",5552997923,"access_custom radius",200,164,01011207201000005652000000000055,"Mr. Know It All"
"2013-01-23 15:14:39.126 PST","/sync/addtolibrary/01011207201000005652000000000021",1,"0.184575",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,3903,"10.151.178.216",3,"ua-mobile-ipad",5553525787,"access_custom radius",200,304,01011207201000005652000000000021,"We Found Love"
"2013-01-23 15:14:36.104 PST","/sync/addtolibrary/01011207201000005652000000000071",1,"0.132625",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Foster The People",1605,"10.186.177.160",3,"ua-mobile-android",5554612296,"access_custom radius",200,959,01011207201000005652000000000071,"Pumped Up Kicks"
"2013-01-23 15:14:34.081 PST","/sync/addtolibrary/01011207201000005652000000000007",1,"0.155872",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Jay Z Kanye West",947,"10.121.223.194",3,"ua-mobile-ipad",5555782091,"access_custom radius",200,514,01011207201000005652000000000007,"Ninjas in Paris"
"2013-01-23 15:14:32.081 PST","/sync/addtolibrary/01011207201000005652000000000021",1,"0.165975",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,Rihanna,2328,"10.149.63.58",3,"ua-mobile-blackberry",5559041911,"access_custom radius",200,596,01011207201000005652000000000021,"We Found Love"
"2013-01-23 15:14:21.491 PST","/sync/addtolibrary/01011207201000005652000000000014",1,"0.085706",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Luke Bryan",1608,"10.122.27.216",3,"ua-mobile-iphone",5555603215,"access_custom radius",200,253,01011207201000005652000000000014,"I Don't Want This Night To End"
"2013-01-23 15:14:06.797 PST","/sync/addtolibrary/01011207201000005652000000000007",1,"0.1236",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Jay Z Kanye West",864,"10.87.82.115",3,"ua-mobile-android",5554982823,"access_custom radius",200,929,01011207201000005652000000000007,"Ninjas in Paris"
"2013-01-23 15:14:02.764 PST","/sync/addtolibrary/01011207201000005652000000000047",1,"0.081821",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Bruno Mars",1294,"10.86.252.201",3,"ua-mobile-android",5557173434,"access_custom radius",200,597,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:13:47.979 PST","/browse/search/Rihanna /sync/addtolibrary/01011207201000005652000000000047",1,"0.109356",5,5,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Bruno Mars",1488,"10.87.210.253",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:13:37.752 PST","/sync/addtolibrary/01011207201000005652000000000018",1,"0.193599",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Flo Rida",1488,"10.156.173.90",3,"ua-mobile-iphone",5552166319,"access_custom radius",503,468,01011207201000005652000000000018,"Good Feeling"
"2013-01-23 15:13:31.420 PST","/ads/showbanner /playhistory/uploadhistory /sync/addtolibrary/01011207201000005652000000000025",1,"44.129702",9,9,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,,"1210 2625 3650","10.171.30.254",9,"ua-mobile-android ua-mobile-ipad","5552576124 5554980675 5554982823","access_custom radius",200,"267 627 983",01011207201000005652000000000025,
"2013-01-23 15:13:28.398 PST","/sync/addtolibrary/01011207201000005652000000000053",1,"0.027008",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Maroon 5",2831,"10.149.73.47",3,"ua-mobile-blackberry",5557507373,"access_custom radius",200,576,01011207201000005652000000000053,"Moves Like Jagger"
"2013-01-23 15:13:23.267 PST","/sync/addtolibrary/01011207201000005652000000000071",1,"0.134046",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Foster The People",3507,"10.170.224.65",3,"ua-mobile-ipad ua-mobile-iphone",5557054702,"access_custom radius",200,213,01011207201000005652000000000071,"Pumped Up Kicks"
"2013-01-23 15:13:18.245 PST","/sync/addtolibrary/01011207201000005652000000000017",1,"0.15597",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Snoop Dogg",3680,"10.154.250.190",3,"ua-mobile-iphone",5552457324,"access_custom radius",200,180,01011207201000005652000000000017,"Young Wild & Free"
"2013-01-23 15:12:55.118 PST","/sync/addtolibrary/01011207201000005652000000000041",1,"0.175613",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"David Guetta",2967,"10.153.166.229",3,"ua-mobile-iphone",5554715129,"access_custom radius",200,699,01011207201000005652000000000041,"Without You"
"2013-01-23 15:12:48.077 PST","/sync/addtolibrary/01011207201000005652000000000007",1,"0.180785",3,3,US,"United States",Static,TN,"36.621700000000004","-85.0861",,"Static, United States",,"Jay Z Kanye West",482,"10.151.246.53",3,"ua-mobile-android",5555467300,"access_custom radius",200,705,01011207201000005652000000000007,"Ninjas in Paris"
"2013-01-23 15:12:35.018 PST","/sync/addtolibrary/01011207201000005652000000000031",1,"0.192278",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Katy Perry",2198,"10.169.15.7",3,"ua-mobile-ipad",5552240784,"access_custom radius",200,316,01011207201000005652000000000031,"The One That Got Away"
"2013-01-23 15:12:30.996 PST","/browse/search/Cobra+Starship /sync/addtolibrary/01011207201000005652000000000083",1,"9.205368",6,6,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Toby Keith","1515 2126","10.163.243.2",6,"ua-mobile-android ua-mobile-blackberry","5559231459 5559551802","access_custom radius",200,"441 735",01011207201000005652000000000083,"Red Solo Cup"
"2013-01-23 15:12:16.934 PST","/sync/addtolibrary/01011207201000005652000000000071",1,"0.104821",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Foster The People",3520,"10.177.97.252",3,"ua-mobile-ipad",5552804625,"access_custom radius",200,879,01011207201000005652000000000071,"Pumped Up Kicks"
"2013-01-23 15:12:13.867 PST","/auth/5556374832 /sync/addtolibrary/01011207201000005652000000000047",1,"0.117084",5,5,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Bruno Mars",1488,"10.187.179.162",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:12:11.881 PST","/sync/addtolibrary/01011207201000005652000000000055",1,"0.111557",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Kelly Clarkson",1393,"10.89.81.236",3,"ua-mobile-android",5554032644,"access_custom radius",200,390,01011207201000005652000000000055,"Mr. Know It All"
"2013-01-23 15:12:04.859 PST","/sync/addtolibrary/01011207201000005652000000000071",1,"0.156525",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Foster The People",475,"10.185.148.20",3,"ua-mobile-ipad",5556404243,"access_custom radius",200,839,01011207201000005652000000000071,"Pumped Up Kicks"
"2013-01-23 15:12:03.838 PST","/sync/addtolibrary/01011207201000005652000000000049",1,"0.107059",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,3595,"10.163.249.196",3,"ua-mobile-iphone",5558816449,"access_custom radius",200,758,01011207201000005652000000000049,"You Da One"
"2013-01-23 15:11:59.635 PST","/browse/artist/0021 /sync/addtolibrary/01011207201000005652000000000017",1,"17.388296",6,6,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",0021,"Snoop Dogg","222 3492","10.174.96.92",6,"ua-mobile-android","5552373863 5555534432","access_custom radius",200,"573 664",01011207201000005652000000000017,"Young Wild & Free"
"2013-01-23 15:11:53.530 PST","/sync/addtolibrary/01011207201000005652000000000049",1,"0.107418",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,Rihanna,840,"10.154.158.105",3,"ua-mobile-android",5558836762,"access_custom radius",200,310,01011207201000005652000000000049,"You Da One"
