mac,bunit,category,should_update,asset_id,dns,country,lat,should_timesync,city,nt_host,owner,requires_av,asset_tag,long,pci_domain,priority,key,ip,is_expected
,,,,,,,,,,,,,apac,,,,6.0.1.14,,
,,,,,,,,,,,,,should_update,,,,6.0.1.14,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.15,6.0.1.15,false
,,,,,,,,,,,,,apac,,,,6.0.1.15,,
,,,,,,,,,,,,,should_update,,,,6.0.1.15,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.16,6.0.1.16,false
,,,,,,,,,,,,,apac,,,,6.0.1.16,,
,,,,,,,,,,,,,should_update,,,,6.0.1.16,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.17,6.0.1.17,false
,,,,,,,,,,,,,apac,,,,6.0.1.17,,
,,,,,,,,,,,,,should_update,,,,6.0.1.17,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.18,6.0.1.18,false
,,,,,,,,,,,,,apac,,,,6.0.1.18,,
,,,,,,,,,,,,,should_update,,,,6.0.1.18,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.19,6.0.1.19,false
,,,,,,,,,,,,,apac,,,,6.0.1.19,,
,,,,,,,,,,,,,should_update,,,,6.0.1.19,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.20,6.0.1.20,false
,,,,,,,,,,,,,apac,,,,6.0.1.20,,
,,,,,,,,,,,,,should_update,,,,6.0.1.20,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.21,6.0.1.21,false
,,,,,,,,,,,,,apac,,,,6.0.1.21,,
,,,,,,,,,,,,,should_update,,,,6.0.1.21,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.22,6.0.1.22,false
,,,,,,,,,,,,,apac,,,,6.0.1.22,,
,,,,,,,,,,,,,should_update,,,,6.0.1.22,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.23,6.0.1.23,false
,,,,,,,,,,,,,apac,,,,6.0.1.23,,
,,,,,,,,,,,,,should_update,,,,6.0.1.23,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.24,6.0.1.24,false
,,,,,,,,,,,,,apac,,,,6.0.1.24,,
,,,,,,,,,,,,,should_update,,,,6.0.1.24,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.25,6.0.1.25,false
,,,,,,,,,,,,,apac,,,,6.0.1.25,,
,,,,,,,,,,,,,should_update,,,,6.0.1.25,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.26,6.0.1.26,false
,,,,,,,,,,,,,apac,,,,6.0.1.26,,
,,,,,,,,,,,,,should_update,,,,6.0.1.26,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.27,6.0.1.27,false
,,,,,,,,,,,,,apac,,,,6.0.1.27,,
,,,,,,,,,,,,,should_update,,,,6.0.1.27,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.28,6.0.1.28,false
,,,,,,,,,,,,,apac,,,,6.0.1.28,,
,,,,,,,,,,,,,should_update,,,,6.0.1.28,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.29,6.0.1.29,false
,,,,,,,,,,,,,apac,,,,6.0.1.29,,
,,,,,,,,,,,,,should_update,,,,6.0.1.29,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.30,6.0.1.30,false
,,,,,,,,,,,,,apac,,,,6.0.1.30,,
,,,,,,,,,,,,,should_update,,,,6.0.1.30,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.31,6.0.1.31,false
,,,,,,,,,,,,,apac,,,,6.0.1.31,,
,,,,,,,,,,,,,should_update,,,,6.0.1.31,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.32,6.0.1.32,false
,,,,,,,,,,,,,apac,,,,6.0.1.32,,
,,,,,,,,,,,,,should_update,,,,6.0.1.32,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.33,6.0.1.33,false
,,,,,,,,,,,,,apac,,,,6.0.1.33,,
,,,,,,,,,,,,,should_update,,,,6.0.1.33,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.34,6.0.1.34,false
,,,,,,,,,,,,,apac,,,,6.0.1.34,,
,,,,,,,,,,,,,should_update,,,,6.0.1.34,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.35,6.0.1.35,false
,,,,,,,,,,,,,apac,,,,6.0.1.35,,
,,,,,,,,,,,,,should_update,,,,6.0.1.35,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.36,6.0.1.36,false
,,,,,,,,,,,,,apac,,,,6.0.1.36,,
,,,,,,,,,,,,,should_update,,,,6.0.1.36,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.37,6.0.1.37,false
,,,,,,,,,,,,,apac,,,,6.0.1.37,,
,,,,,,,,,,,,,should_update,,,,6.0.1.37,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.38,6.0.1.38,false
,,,,,,,,,,,,,apac,,,,6.0.1.38,,
,,,,,,,,,,,,,should_update,,,,6.0.1.38,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.39,6.0.1.39,false
,,,,,,,,,,,,,apac,,,,6.0.1.39,,
,,,,,,,,,,,,,should_update,,,,6.0.1.39,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.40,6.0.1.40,false
,,,,,,,,,,,,,apac,,,,6.0.1.40,,
,,,,,,,,,,,,,should_update,,,,6.0.1.40,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.41,6.0.1.41,false
,,,,,,,,,,,,,apac,,,,6.0.1.41,,
,,,,,,,,,,,,,should_update,,,,6.0.1.41,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.42,6.0.1.42,false
,,,,,,,,,,,,,apac,,,,6.0.1.42,,
,,,,,,,,,,,,,should_update,,,,6.0.1.42,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.43,6.0.1.43,false
,,,,,,,,,,,,,apac,,,,6.0.1.43,,
,,,,,,,,,,,,,should_update,,,,6.0.1.43,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.44,6.0.1.44,false
,,,,,,,,,,,,,apac,,,,6.0.1.44,,
,,,,,,,,,,,,,should_update,,,,6.0.1.44,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.45,6.0.1.45,false
,,,,,,,,,,,,,apac,,,,6.0.1.45,,
,,,,,,,,,,,,,should_update,,,,6.0.1.45,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.46,6.0.1.46,false
,,,,,,,,,,,,,apac,,,,6.0.1.46,,
,,,,,,,,,,,,,should_update,,,,6.0.1.46,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.47,6.0.1.47,false
,,,,,,,,,,,,,apac,,,,6.0.1.47,,
,,,,,,,,,,,,,should_update,,,,6.0.1.47,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.48,6.0.1.48,false
,,,,,,,,,,,,,apac,,,,6.0.1.48,,
,,,,,,,,,,,,,should_update,,,,6.0.1.48,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.49,6.0.1.49,false
,,,,,,,,,,,,,apac,,,,6.0.1.49,,
,,,,,,,,,,,,,should_update,,,,6.0.1.49,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.50,6.0.1.50,false
,,,,,,,,,,,,,apac,,,,6.0.1.50,,
,,,,,,,,,,,,,should_update,,,,6.0.1.50,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.51,6.0.1.51,false
,,,,,,,,,,,,,apac,,,,6.0.1.51,,
,,,,,,,,,,,,,should_update,,,,6.0.1.51,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.52,6.0.1.52,false
,,,,,,,,,,,,,apac,,,,6.0.1.52,,
,,,,,,,,,,,,,should_update,,,,6.0.1.52,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.53,6.0.1.53,false
,,,,,,,,,,,,,apac,,,,6.0.1.53,,
,,,,,,,,,,,,,should_update,,,,6.0.1.53,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.54,6.0.1.54,false
,,,,,,,,,,,,,apac,,,,6.0.1.54,,
,,,,,,,,,,,,,should_update,,,,6.0.1.54,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.55,6.0.1.55,false
,,,,,,,,,,,,,apac,,,,6.0.1.55,,
,,,,,,,,,,,,,should_update,,,,6.0.1.55,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.56,6.0.1.56,false
,,,,,,,,,,,,,apac,,,,6.0.1.56,,
,,,,,,,,,,,,,should_update,,,,6.0.1.56,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.57,6.0.1.57,false
,,,,,,,,,,,,,apac,,,,6.0.1.57,,
,,,,,,,,,,,,,should_update,,,,6.0.1.57,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.58,6.0.1.58,false
,,,,,,,,,,,,,apac,,,,6.0.1.58,,
,,,,,,,,,,,,,should_update,,,,6.0.1.58,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.59,6.0.1.59,false
,,,,,,,,,,,,,apac,,,,6.0.1.59,,
,,,,,,,,,,,,,should_update,,,,6.0.1.59,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.60,6.0.1.60,false
,,,,,,,,,,,,,apac,,,,6.0.1.60,,
,,,,,,,,,,,,,should_update,,,,6.0.1.60,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.61,6.0.1.61,false
,,,,,,,,,,,,,apac,,,,6.0.1.61,,
,,,,,,,,,,,,,should_update,,,,6.0.1.61,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.62,6.0.1.62,false
,,,,,,,,,,,,,apac,,,,6.0.1.62,,
,,,,,,,,,,,,,should_update,,,,6.0.1.62,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.63,6.0.1.63,false
,,,,,,,,,,,,,apac,,,,6.0.1.63,,
,,,,,,,,,,,,,should_update,,,,6.0.1.63,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.64,6.0.1.64,false
,,,,,,,,,,,,,apac,,,,6.0.1.64,,
,,,,,,,,,,,,,should_update,,,,6.0.1.64,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.65,6.0.1.65,false
,,,,,,,,,,,,,apac,,,,6.0.1.65,,
,,,,,,,,,,,,,should_update,,,,6.0.1.65,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.66,6.0.1.66,false
,,,,,,,,,,,,,apac,,,,6.0.1.66,,
,,,,,,,,,,,,,should_update,,,,6.0.1.66,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.67,6.0.1.67,false
,,,,,,,,,,,,,apac,,,,6.0.1.67,,
,,,,,,,,,,,,,should_update,,,,6.0.1.67,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.68,6.0.1.68,false
,,,,,,,,,,,,,apac,,,,6.0.1.68,,
,,,,,,,,,,,,,should_update,,,,6.0.1.68,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.69,6.0.1.69,false
,,,,,,,,,,,,,apac,,,,6.0.1.69,,
,,,,,,,,,,,,,should_update,,,,6.0.1.69,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.70,6.0.1.70,false
,,,,,,,,,,,,,apac,,,,6.0.1.70,,
,,,,,,,,,,,,,should_update,,,,6.0.1.70,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.71,6.0.1.71,false
,,,,,,,,,,,,,apac,,,,6.0.1.71,,
,,,,,,,,,,,,,should_update,,,,6.0.1.71,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.72,6.0.1.72,false
,,,,,,,,,,,,,apac,,,,6.0.1.72,,
,,,,,,,,,,,,,should_update,,,,6.0.1.72,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.73,6.0.1.73,false
,,,,,,,,,,,,,apac,,,,6.0.1.73,,
,,,,,,,,,,,,,should_update,,,,6.0.1.73,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.74,6.0.1.74,false
,,,,,,,,,,,,,apac,,,,6.0.1.74,,
,,,,,,,,,,,,,should_update,,,,6.0.1.74,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.75,6.0.1.75,false
,,,,,,,,,,,,,apac,,,,6.0.1.75,,
,,,,,,,,,,,,,should_update,,,,6.0.1.75,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.76,6.0.1.76,false
,,,,,,,,,,,,,apac,,,,6.0.1.76,,
,,,,,,,,,,,,,should_update,,,,6.0.1.76,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.77,6.0.1.77,false
,,,,,,,,,,,,,apac,,,,6.0.1.77,,
,,,,,,,,,,,,,should_update,,,,6.0.1.77,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.78,6.0.1.78,false
,,,,,,,,,,,,,apac,,,,6.0.1.78,,
,,,,,,,,,,,,,should_update,,,,6.0.1.78,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.79,6.0.1.79,false
,,,,,,,,,,,,,apac,,,,6.0.1.79,,
,,,,,,,,,,,,,should_update,,,,6.0.1.79,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.80,6.0.1.80,false
,,,,,,,,,,,,,apac,,,,6.0.1.80,,
,,,,,,,,,,,,,should_update,,,,6.0.1.80,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.81,6.0.1.81,false
,,,,,,,,,,,,,apac,,,,6.0.1.81,,
,,,,,,,,,,,,,should_update,,,,6.0.1.81,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.82,6.0.1.82,false
,,,,,,,,,,,,,apac,,,,6.0.1.82,,
,,,,,,,,,,,,,should_update,,,,6.0.1.82,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.83,6.0.1.83,false
,,,,,,,,,,,,,apac,,,,6.0.1.83,,
,,,,,,,,,,,,,should_update,,,,6.0.1.83,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.84,6.0.1.84,false
,,,,,,,,,,,,,apac,,,,6.0.1.84,,
,,,,,,,,,,,,,should_update,,,,6.0.1.84,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.85,6.0.1.85,false
,,,,,,,,,,,,,apac,,,,6.0.1.85,,
,,,,,,,,,,,,,should_update,,,,6.0.1.85,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.86,6.0.1.86,false
,,,,,,,,,,,,,apac,,,,6.0.1.86,,
,,,,,,,,,,,,,should_update,,,,6.0.1.86,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.87,6.0.1.87,false
,,,,,,,,,,,,,apac,,,,6.0.1.87,,
,,,,,,,,,,,,,should_update,,,,6.0.1.87,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.88,6.0.1.88,false
,,,,,,,,,,,,,apac,,,,6.0.1.88,,
,,,,,,,,,,,,,should_update,,,,6.0.1.88,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.89,6.0.1.89,false
,,,,,,,,,,,,,apac,,,,6.0.1.89,,
,,,,,,,,,,,,,should_update,,,,6.0.1.89,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.90,6.0.1.90,false
,,,,,,,,,,,,,apac,,,,6.0.1.90,,
,,,,,,,,,,,,,should_update,,,,6.0.1.90,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.91,6.0.1.91,false
,,,,,,,,,,,,,apac,,,,6.0.1.91,,
,,,,,,,,,,,,,should_update,,,,6.0.1.91,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.92,6.0.1.92,false
,,,,,,,,,,,,,apac,,,,6.0.1.92,,
,,,,,,,,,,,,,should_update,,,,6.0.1.92,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.93,6.0.1.93,false
,,,,,,,,,,,,,apac,,,,6.0.1.93,,
,,,,,,,,,,,,,should_update,,,,6.0.1.93,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.94,6.0.1.94,false
,,,,,,,,,,,,,apac,,,,6.0.1.94,,
,,,,,,,,,,,,,should_update,,,,6.0.1.94,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.95,6.0.1.95,false
,,,,,,,,,,,,,apac,,,,6.0.1.95,,
,,,,,,,,,,,,,should_update,,,,6.0.1.95,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.96,6.0.1.96,false
,,,,,,,,,,,,,apac,,,,6.0.1.96,,
,,,,,,,,,,,,,should_update,,,,6.0.1.96,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.97,6.0.1.97,false
,,,,,,,,,,,,,apac,,,,6.0.1.97,,
,,,,,,,,,,,,,should_update,,,,6.0.1.97,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.98,6.0.1.98,false
,,,,,,,,,,,,,apac,,,,6.0.1.98,,
,,,,,,,,,,,,,should_update,,,,6.0.1.98,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.99,6.0.1.99,false
,,,,,,,,,,,,,apac,,,,6.0.1.99,,
,,,,,,,,,,,,,should_update,,,,6.0.1.99,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.100,6.0.1.100,false
,,,,,,,,,,,,,apac,,,,6.0.1.100,,
,,,,,,,,,,,,,should_update,,,,6.0.1.100,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.101,6.0.1.101,false
,,,,,,,,,,,,,apac,,,,6.0.1.101,,
,,,,,,,,,,,,,should_update,,,,6.0.1.101,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.102,6.0.1.102,false
,,,,,,,,,,,,,apac,,,,6.0.1.102,,
,,,,,,,,,,,,,should_update,,,,6.0.1.102,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.103,6.0.1.103,false
,,,,,,,,,,,,,apac,,,,6.0.1.103,,
,,,,,,,,,,,,,should_update,,,,6.0.1.103,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.104,6.0.1.104,false
,,,,,,,,,,,,,apac,,,,6.0.1.104,,
,,,,,,,,,,,,,should_update,,,,6.0.1.104,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.105,6.0.1.105,false
,,,,,,,,,,,,,apac,,,,6.0.1.105,,
,,,,,,,,,,,,,should_update,,,,6.0.1.105,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.106,6.0.1.106,false
,,,,,,,,,,,,,apac,,,,6.0.1.106,,
,,,,,,,,,,,,,should_update,,,,6.0.1.106,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.107,6.0.1.107,false
,,,,,,,,,,,,,apac,,,,6.0.1.107,,
,,,,,,,,,,,,,should_update,,,,6.0.1.107,,
,apac,,true,88910eb5a1caf782030c7880da5f0db6104ec69d,,TR,41.040855,true,Istanbul,,,false,should_timesync,28.986183,untrust,low,6.0.1.108,6.0.1.108,false
